document	label
어떤 기관에서 전근, 진급하게 되고 거래처나 계약 상대를 확보한다.	0
어떤 책임 있는 일을 맡았으나 그 일이 벅차게 느껴진다.	0
작품이 잘못되었거나 일거리를 처리하지 못하고 오랫동안 붙들고 있게 된다.	0
자기 주장을 남에게 강력히 내세운다.	0
어떤 일에 대해서 사전 검토를 하고 마음에 상처를 받게 되는 일이 있다.	0
학문적인 연구에 몰두하거나 신앙생활을 충실하게 한다.	0
어떤 일을 시작하는데 그 일에 대해서 상의해 올 사람이 있다.	0
선전하거나 전도하는 사람이 자기를 찾아온다.	0
자기의 실력을 충분히 발휘 할 수 있는 직장을 얻게 된다.	0
학문적 자료를 구하거나 생계비 유지를 위해서 애쓴다.	0
생계비를 유지할 일이 생기거나 어떤 약속이 이루어진다.	0
음식을 배가 부르게 실컷 먹을 일이 있다.	0
몸이 건강하지 못한 사람은 점점 차도를 보이기 시작한다.	0
자기의 복잡한 심정을 남에게 털어놓고 이야기를 한다.	0
상대방이 자기에게 깊은 관심을 보이고 도움을 준다.	0
그 기간동안에 어떤 단체에서 일을 하거나 일거리를 보관하게 된다.	0
웃어른이 명령하는 대로 복종하게 된다.	0
남에게 자신을 평가 받거나, 자기 사상을 심중하게 털어놓는다.	0
자기 일에 관하여 남에게 여러 모로 이야기를 한다.	0
자기의 일이 성사되어 널리 보급되고 남이 하는 행동이 역겹게 느껴진다.	0
남에게 창피를 당하고 체면이 크게 손상된다.	0
막대한 재물을 자신이 마음대로 움직인다.	0
마음의 근심 걱정이 해소되고 때로는 재물에 손실을 가져온다.	0
자기의 일을 남에게 과시하거나 소청할 일이 생긴다.	0
여러 방면으로 사업이 점차적으로 번창하기 시작한다.	0
악취를 느끼지 않으면 큰 횡재수가 생긴다.	0
사업에 동업자가 끼어 들게 되며 오랜 세월이 지난 후에야 그 사업의 성과가 나타나게 된다.	0
자신에게 불리한 일이 닥치나 빠져나갈 구멍이 없게 된다.	0
실직이 되어 긴 공백을 갖게 되거나 병상에 있는 사람은 치유기간이 길어지게 된다.	0
묵혀두었던 일을 다시 시작할 일이 생기거나 무관심했던 일에 관심을 갖게 된다.	0
활발하게 진행해 오던 일이 침체상태에 빠지게 된다.	0
여러 사람이 함께 일할 일이 생기고 많은 사람인데도 엇갈리는 의견이 없게 된다.	0
상대방이 자기의 부탁을 들어주며 누군가에게 자신의 모든 걸 의지하게 된다.	0
자신의 일에 방해하는 사람들이 많아 심한 어려움을 겪게 된다.	0
순조롭게 진행되던 일에 이변이 생겨 중도에서 포기하거나 장시간 동안 보류 상태로 남게 된다.	0
꿈속에서 본 그 당사자와 얽히고 설킨 일의 매듭이 풀린다.	0
남에게 칭찬을 받지 않으면 심한 비난을 받게 된다.	0
과대한 광고 등에 현혹되어 패배를 자초할 일이 생긴다.	0
과격한 시위를 목적으로 한 단체로부터 가입교섭을 받거나 가입하게 된다.	0
다른 사람의 사업을 인수하게 되거나 소액의 투자로 큰 이익을 얻게 된다.	0
자신의 미비한 힘으로 어떤 단체를 움직일 수 있게 된다.	0
자신의 일에 방해가 되는 사람을 따돌리게 되거나 병상에서 헤어나게 된다.	0
교활하고 타산적인 사람을 설득할 일이 생긴다.	0
자신이 하고 있는 일에 대해 세상 사람들이 손가락질을 하며 비난하게 된다.	0
하고 있는 일이 번창하고 잘 이루어진다.	0
어떤 기관에서 추진하는 일이 제대로 풀린다.	0
공연한 헛소문이 떠돌게 된다.	0
자기의 일거리나 사업이 번창하게 된다.	0
상대방과 사소한 시비거리로 말다툼을 하게 된다.	0
음란한 사업을 하거나 불쾌한 일을 겪게 된다.	0
계몽사업으로 선풍적인 인기를 얻어 세인의 이목을 집중시킨다.	0
하고 있는 일이 크게 성취되어 많은 사람들의 관심거리가 된다.	0
사업이 잘 운영되거나 소원이 충족된다.	0
남의 권리나 재산을 자기 앞으로 이전해서 크게 부자가 된다.	0
사업을 계획성 있게 추진 시켜 나간다.	0
자기가 하고 있는 일이 순조롭게 잘 이루어지고 신분이 새로워진다.	0
어떤 언론, 출판 기관에서 자기와 관련 있는 기사를 다루거나 광고하게 된다.	0
남에게 자신을 과시할 일이 한번쯤은 있게 된다.	0
번창하고 있던 사업이 도중에 방해물이 생겨 중단하게 된다.	0
자기의 영향력이 크게 사회에 미친다.	0
어렵고 힘든 일을 극복하거나 진리를 깨닫게 된다.	0
사업이 중단되거나 남에게 청탁한 일이 이루어지지 않는다.	0
어떤 협조자에 의해서 근심 걱정이 해소된다.	0
어떤 강대한 외부 세력 또는 종교적인 힘이 자기에게 영향을 미친다.	0
어떤 사람의 지도나 조언을 받는다.	0
여러 방면으로 부족한 것이 없는데도 일을 성사시키지 못한다.	0
어떤 사람의 업적이나 일거리가 자기에게 도움을 준다.	0
동업자, 은인 등을 만나 일이 잘 추진되어 간다.	0
사업이나 소원이 자기 뜻대로 이루어지고 근심 걱정이 해소된다.	0
사람들을 깜짝 놀라게 할 만한 기사거리를 읽게 된다.	0
널리 교리를 전파하거나 교회를 설립하게 된다.	0
상대방에게 쉽게 접근하지 못한다.	0
매사에 하는 일마다 순조롭게 풀린다.	0
새로운 소식을 듣거나 가보지 않은 곳에 간다.	0
어떤 혁명적이고 창의적인 일이 성사되어 기쁨을 함께 한다.	0
하는 일이 계속 반복을 거듭한다.	0
자기가 하고 있는 일이 많은 사람들을 감동시킨다.	0
어떤 기관에서 자기의 성실함을 인정해 준다.	0
업적, 작품 등이 크게 성취되어 많은 사람들에게 인정을 받는다.	0
상부 층과 하부 층에 관계된 일이 각각 번창하게 되고 선전 광고할 일이 생긴다.	0
머리가 아프거나 복잡한 일에 얽매인다.	0
국영기업체가 어떤 전환기에 개인 기업체로 바뀌는 것을 뜻한다.	0
좀 더 부귀한 고급 기관에서 생활하게 된다.	0
근무하고 있는 거래처와 관련이 있고 같은 회사 계열로 전근하게 된다.	0
자기 세력이나 남에 의해서 방해적인 여건을 물리친다.	0
자기의 일을 변경시키거나 개선을 꾀한다.	0
하고 있는 사업이 점차 발전되어 가는 것을 여실히 느끼게 된다.	0
자기가 계획한 일이나 소원이 협조자에 의해서 무난히 성취된다.	0
자기 사업이 계획성 있게 잘 추진되어 간다.	0
어떤 공공단체에서 자기의 신변에 관해서 조사한다.	0
어떤 단체에서 책임을 지워주거나 일거리를 준다.	0
두 개의 감동적인 작품이 매스컴을 통해서 널리 알려진다.	0
지상에 발표한 작품을 수집하거나 복권, 경품권 등에 당첨될 가능성이 있다.	0
정부 기관이나 고위층 간부급에 발탁되어 승진한다.	0
어떤 사업을 시작하는데 협조자의 도움을 많이 받는다.	0
구태의연한 봉건사상, 기성 세대 등을 타파한다.	0
어떤 연구 기관이 해외에 정착해서 큰 빛을 보게 된다.	0
출품한 작품이 탈락된다.	0
어떤 기업체를 운영해 나가거나 지휘권을 갖게 된다.	0
자신이 하고 있는 사업에 세인의 관심이 쏠려 번창하며 현실에 만족한다.	0
어떤 기업체에 많은 삶이 청원하거나 시비가 있게 된다.	0
어떤 재물의 손실이 있거나 세금을 납부하게 된다.	0
하고 있는 일을 다시 한번 재검토한다.	0
외근 관계직에서 내근을 맡게 되거나 완전한 책임을 부여 받는다.	0
어려운 난관을 지혜롭게 잘 극복해 나간다.	0
사업상 협조가 많이 있음을 나타낸다.	0
어떤 기관에서 좋지 않은 소문을 퍼트리거나 자기 신변에 관한 소문이 난다.	0
취직, 입학, 현상모집 등에서 탈락하게 된다.	0
어떤 강한 세력의 압력에 밀려 사업기반을 잃게 된다.	0
자기와 밀접한 관계에 있는 사람에게 평범 이상의 일이 생긴다.	0
자기의 일이 계획성 있게 조속히 잘 추진된다.	0
어떤 세력을 잡아서 자기 능력을 마음껏 행사하거나 과시하게 된다.	0
어떤 단체의 대표가 자기와 여러 가지 일로 타협하게 된다.	0
어떤 단체나 조직체가 자유롭게 운영되어 나가거나 세상에 과시할 일이 생긴다.	0
어떤 기관의 추대를 받거나 기관 내에서 단체 항의에 부딪혀 권세가 흔들린다.	0
애인이 생기게 되며 혼담이나 결혼 생활이 원만하게 이루어진다.	0
어떤 생활 도중에 생길 문제와 사건이거나 남에 관한 일에 관심을 갖게 된다.	0
직장에 취직되거나 어떤 단체에 가입하게 된다.	0
어떤 기관에서 계몽 사업, 개척 사업 등에 종사할 일이 있게 된다.	0
데모 사건으로 군대, 경찰 등이 동원되어 진압할 일이 있다.	0
방비가 소홀한 틈을 타서 범죄집단이 침범할 우려가 있다.	0
어떤 계획한 일이나 모임 등이 좌절된다.	0
어떤 일이나 소원의 결과가 큰 기업체에 흡수되거나 억압 받게 된다.	0
미혼자가 결혼을 서두르고, 집안 사람 중에 누가 사망하게 된다.	0
어떤 기관의 기능이 마비되거나 사업갱신이 있게 된다.	0
오랫동안 재운이 트이게 된다.	0
청탁한 기관, 혼담자의 내부사정 등을 정확하게 알아 볼 일이 생긴다.	0
자기가 여러 회사에 부탁한 일이 한 회사에서만 성사된다.	0
어떤 단체에서 자기 일을 빛내 주거나 기용할 일이 있다.	0
정치적인 일, 작품 등이 어떤 기관이나 언론사나 출판사에 의해서 성사된다.	0
계획한 일이 어떤 기관이나 회사에 의해서 보류되거나 장시간 동안 기다리게 된다.	0
동등한 위치에 있는 사람이 취직하거나 집회장에서 퇴장하는 것을 보게 된다.	0
하고 있는 일이 순조롭게 잘 이루어진다.	0
어떠한 어려움이 있어도 자신에게 주어진 일을 잘 극복해 나간다.	0
물고기를 배 안에 가득하게 잡거나 어떤 회사와 유리한 계약을 맺는다.	0
어떤 일을 제대로 수습하지 못하고 병원에 갈 일이 있게 된다.	0
사업이나 가정 형편이 점점 나아진다.	0
포기했던 일을 새로운 각오로 다시 시작한다.	0
하고 있는 일이 점차 성과를 보이기 시작한다.	0
배의 기물이 파괴되거나 사소한 일로 다투게 된다.	0
자기가 시작한 일의 성과를 기다리고 있거나 외국에 갈 일을 나타내기도 한다.	0
주어진 조건의 일을 잘 처리하게 된다.	0
경쟁 회사나 정당 등에 제재를 가하게 된다.	0
새로운 단체를 조직하거나 어떤 세미나에 참석하게 된다.	0
뜻밖에 사업 자금이 생겨서 이득을 얻게 된다.	0
어떤 일의 성사를 위해서 나름대로 좋은 아이디어를 개발한다.	0
어떤 새로운 일을 계획하게 된다.	0
하고 있는 일이 도중에 포기된다.	0
남에게 꾸지람을 듣거나 사기 당할 일이 있다.	0
출세를 하거나 작품을 선전할 일이 있다.	0
사람을 기다리게 되거나 병상에 눕게 된다.	0
어떤 잡지에 작품을 연재하여 후한 원고료를 받게 된다.	0
다른 회사의 도움을 받거나 과일 선물을 받게 된다.	0
가정에 화근이 생기게 된다.	0
어떤 단체의 우두머리가 되거나 지위가 높아진다.	0
어떤 단체에서 중개 역할을 하게 된다.	0
서로가 사소한 일로 의견 충돌이 있게 된다.	0
협조자의 도움으로 자신의 지위가 높아진다.	0
자신이 원했던 큰 기업체에서 자기 능력을 마음껏 발휘하게 된다.	0
하고 있는 일이 순리대로 잘 풀린다.	0
은사나 협조자가 저술한 서적을 선물로 받는다.	0
어떤 기관에 부탁했던 일이 뜻대로 이루어진다.	0
주소 불명의 부전지가 붙어 반환되어 온다.	0
신문기사를 읽거나 청첩장을 받아 본다.	0
어떤 언론, 출판사에서 작품 청탁을 해 온다.	0
발신인의 주소가 바뀌게 된다.	0
장기간 동안 많은 편지를 받게 된다.	0
어떤 사업이나 작품 관계로 타 기관에서 부탁해 올 일이 있다.	0
상대방을 제압하거나 자기의 소원이 충족된다.	0
어떤 기관에 청탁한 일이 순조롭게 이루어진다.	0
외부로부터 뉴스거리나 새로운 소식을 듣게 된다.	0
어떤 기관을 통해서 많은 협조를 얻게 된다.	0
명령을 하달 받거나 통신 등의 수단으로 누군가에게 소식을 전할 일이 있다.	0
어떤 기관을 통해서 자기를 선전하거나 가전 제품을 바꿔 놓는다.	0
상대방의 소식을 듣거나 명령에 복종할 일이 있다.	0
윗사람에게 꾸지람을 듣게 된다.	0
윗사람의 명령에 복종하게 되고 어떤 기관에서 교육을 받을 일이 있다.	0
실제로 부고를 받거나 사업이나 소원이 제대로 이루어지지 않는다.	0
상대방과 대화 내용이 청탁이나 사건에 관한 일이다.	0
제 자를 통해서 상대방에게 청탁할 일이 생긴다.	0
어떤 언론 기관에서 여러 사람의 작품, 기사거리를 발표할 일이 있다.	0
남에게 부탁한 일이 뜻대로 이루어지지 않는다.	0
자기 혼자 일을 판단하게 된다.	0
어떤 시빗거리로 상대편 미음과 서로 엇갈린다.	0
인원에 비례해서 자기 일은 그 만큼 난관에 부딪히게 된다.	0
인원에 비례해서 자기 일은 그만큼 난관에 부딪히게 된다.	0
단체경기, 작품 응모, 사업 등에서 자기편 주장이 어떤 어려움도 뚫고 나가서 목적을 달성한다.	0
어떤 복잡한 문제라도 어려움 없이 해결하고 스스로 판단한다.	0
자기의 능력을 발휘해서 공로를 치하 받거나 하는 일마다 성공을 가져온다.	0
사업이나 학문적 발표 등에 잘 호응해 줄 사람들을 보게 된다.	0
패배 의식을 느끼고 일에 대한 불안감을 체험한다.	0
어떤 단체나 개인 사업, 학문 등을 인수 받아 운영해 나간다.	0
사회적으로 손꼽힐만한 회사로 취직되거나 전근가게 된다.	0
상대방과 열띤 논전을 벌일 일이 있게 된다.	0
어떤 일에 실패하기 쉽고, 마음이 항상 불안하다.	0
자기가 내세운 주장이 어떤 어려움도 극복하고 목적을 달성한다.	0
어떤 난관을 극복한 다음 소원이나 계획한 일이 성취된다.	0
어떤 단체의 주도권을 잡고 리드해 나간다.	0
자기를 남 앞에 과시하거나 권세와 명예를 얻는다.	0
상대방의 마음을 동요 시키고 남을 부추기어 소문을 내게도 된다.	0
자신이 소원했던 일이 충족되고 명성을 얻게 된다.	0
다른 사람으로 인해서 마음이 언짢아진다.	0
어떤 소문이나 작품이 계속해서 널리 알려진다.	0
자기가 주장하는 것을 반항 없이 순순히 따르거나 대변자 역할을 해준다.	0
제 자가 자기에게 호소하거나 자신의 주장이 남에게 불쾌감을 안겨준다.	0
완고한 성격을 가진 사람의 마음을 움직여서 반응이 있게 만든다.	0
상대방의 마음을 움직여 권세나 명성을 펼친다.	0
남과 사소한 일로 말다툼을 하거나 어떤 소문을 듣는다.	0
자기의 주장을 강력히 내세워 남의 마음을 동요 시킨다.	0
먼 곳에서 소식이 오거나 하고 있는 일이 쉽게 해결되지 않는다.	0
어떤 단체나 회사의 선전 광고물을 보거나 자기가 하고싶은 일을 잘 추진해 나간다. 음악소리에 도취되어 감격한 꿈	0
어떤 단체가 압력, 선전 등을 가해서 마음의 혼란과 동요를 가져온다.	0
상대방이 지상을 통해서 자기 주장을 내세워 공박하고 시비할 일이 있다.	0
어떤 청원이나 선전 등이 개인이나 단체에 의해서 승인되지 않는다.	0
사회적으로 지위가 높아지고 소문에 시달리게 된다.	0
애정 표현을 하거나 자기 선전, 종교적인 전도를 상대방이 해온다.	0
자기의 신변이 남을 통해서 전달되고 고귀한 물건을 보고 감동한다.	0
애인을 만나거나 협조자의 도움을 받는다.	0
서적, 청첩장, 편지, 경고장 등을 받게 된다.	0
어떤 사람의 사적인 일을 캐묻거나 자기 소원, 사업운, 혼담 등을 결정할 일이 있다.	0
남의 사생활을 조사하거나 고전을 읽게 된다.	0
권력자의 지시대로 움직여 준다.	0
어떤 사람의 신상 문제를 보게 되거나 남의 작품을 보고 마음이 불쾌해진다.	0
어떤 사건이나 업적을 기록에 의해서 남겨 둔다.	0
현재나 미래에 전혀 예기치 못한 일을 묘사한다.	0
어떤 사람을 추적하거나 도서목록, 이력서, 프로그램 등을 보게 된다.	0
자기의 사악한 마음을 올바르게 고쳐 사람의 도리를 행한다.	0
남이 자기의 신상 문제를 놓고 옳고 그름을 따진다.	0
상대방의 심리 변화나 신상 문제에 관해서 알고 싶어한다.	0
상대방이 하고 있는 일이 순리대로 잘 풀려 나간다.	0
다른 사람의 행동거지를 유심히 보면서 일일 체크 한다.	0
남이 청원한 서류를 뒤로 미루어 둔다.	0
자기와 동격이거나 상대가 될 만한 사람과 사업상 승부를 가린다.	0
하고 있는 일의 흥망성쇠를 가름하게 된다.	0
사회적 지위를 얻고 자기의 소원이 뜻대로 이루어진다.	0
자신의 성실함을 인정 받거나 재물, 증서 등을 얻게 된다.	0
어떤 유명한 단체, 기업에서 자기의 능력을 마음껏 과시한다.	0
자신이 하고 있는 일이 사회적으로 인정을 받는다.	0
처음부터 자기에게 유리한 쪽으로 치우쳐 있었으므로 쉽게 상대방을 공략할 수 있다.	0
어떤 기관에 청탁한 일이 쉽게 해결되지 않는다.	0
벅차고 고통스런 일거리와 남의 간섭을 받을 일이 있다.	0
최고의 세력, 권리 등을 확보할 수 있다.	0
높고 험한 산에서 조난 당한 기사거리를 읽게 된다.	0
소원 성취나 계획한 일에 대한 예지와 판단을 위해 심사숙고 하게 된다.	0
어떤 기관을 통해서 행운을 얻게 된다.	0
어렵고 힘든 일이 어떤 기관을 통해서 이루어진다.	0
신문, 잡지에 같은 내용 또는 비슷한 내용의 기사가 실리게 된다.	0
사업상 여러 가지 보완 또는 고칠 일이 많거나 관심을 갖는 사람이 많다.	0
상대방으로 인해서 불쾌한 일을 당하거나 불만이 생긴다.	0
어떤 권리나 책임을 남에게 넘겨준다.	0
사회적으로 권위 있는 사람을 만나게 되고 진리의 서적을 일게 된다.	0
여러 방면으로 사업이 잘 풀려 재물이 생긴다.	0
새 식구가 된 사람, 즉 시집을 온 여자의 됨됨이를 살피거나 생김새 등에 많은 궁금증을 갖고 대하게 된다.	0
공공단체나 기업체에 가입하게 된다.	0
뜻하지 않은 사람에 의해 일이 쉽게 풀린다.	0
불길한 소식을 듣게 된다.	0
괴한들이 방해를 놓거나 여러 사람의 시비를 받는다.	0
어떤 사업체나 기관에서 장애물이 되는 것을 제거하게 된다.	0
줏대 없는 사람을 만나거나 신통치 않은 일이 생긴다.	0
능력, 권력, 재주 등이 강대한 사람을 만나게 된다.	0
여러 사람과 협조할 일이 있다.	0
신임하고 있던 사람에게 배반당하거나 정신적인 고통을 받는다.	0
관계하고 있는 사람들이 서로 다투거나 나쁜 일이 생긴다.	0
가까운 곳에 있는 사람들이 병들거나 모함에 빠지고, 기울던 가산, 사업 등을 구해낸다.	0
사업이 잘 풀린다.	0
사람을 잃거나 재물의 손실을 가져온다.	0
많은 사람을 대하거나 일거리가 생긴다.	0
집, 고용인, 재물 등을 잃게 되거나 다른 사람에게 빌려준 물건을 찾기가 힘들다.	0
사업상의 일이나 책임 등을 접하게 된다.	0
진급이 되거나 학술 등으로 세인들의 관심을 받게 된다.	0
좋은 사람을 만나고 뛰어난 작품을 접하게 된다.	0
자신을 내세워 내면의 모든 것을 남에게 보여준다.	0
많은 사람과 협력하고 하고자 하는 일이 이루어진다.	0
공공단체나 협조자에 의해서 일이 잘 추진된다.	0
하고 있는 일이 너무나 힘들어서 고통을 받는다.	0
물건을 서로 나누어 가지려다가 시비가 생긴다.	0
사람, 재물, 작품 등이 여러 가지의 특성을 나타내지만 탐탁하지 못하다.	0
어떤 사람 또는 협조자를 시켜 일을 추진한다.	0
자신을 내세울 일이 있거나 재물이 생긴다.	0
단체의 주도권을 잡거나 재물이 한 곳으로 모인다.	0
물심양면으로 성과가 좋다.	0
일반적으로 경사스러운 일, 영광, 애정, 명예 등을 나타낸다.	0
남에게 지배당하거나 어떤 일로 근심 걱정할 일이 생긴다.	0
여러 사람에게 비웃음을 당하거나 병으로 시달리게 된다.	0
어떤 사람에 대해서 무관심하거나 당연한 일로 생각한다.	0
무엇인지 항상 허전하고 부족한 느낌을 갖는다.	0
어떤 재물을 소유하기 위해서 일을 계획한다.	0
하는 일마다 장애물이 생겨 난관에 부딪힌다.	0
이상적인 일로 감격하거나 자기의 욕구를 충족시킨다.	0
상대방으로 인해서 조금도 근심 걱정할 필요가 없게 된다.	0
현실에 불만을 갖게 된다.	0
사소한 일로 시비를 벌이다가 냉정을 되찾게 된다.	0
가정이나 자기 신변에 좋지 않은 일이 생긴다.	0
마음에 들지 않는 사람을 만나거나 물건을 갖게 된다.	0
마음에 들지 않는 사람을 만나거나 물건을 갖게 된다.	0
근심 걱정할 일이 생기고 불쾌한 일을 겪게 된다.	0
진실이 아니거나 계획적인 일로 상대방을 유혹하게 된다.	0
자기의 소원을 충족시키고 현실에 만족한다.	0
어떤 일을 만족스럽게 성취시킨다.	0
위선적이고 왜곡된 일을 밝혀내게 된다.	0
덕망 있는 사람과 관계하거나 유익한 책을 읽게 된다.	0
상대방에게 불쾌한 마음이 생겨 다투게 된다.	0
답답하고 근심 걱정할 일이 생긴다.	0
상대방과 의사소통이 서로 잘 된다.	0
남에게 창피를 당하거나 근심 걱정으로 항상 불안해 한다.	0
상대방을 못마땅하게 생각하거나 불쾌한 마음이 생긴다.	0
어떤 일거리에 불만을 가지거나 어떤 사람에게 애착이 생긴다.	0
신령적인 일로 감동하거나 불안해 진다.	0
어떤 일을 시작하는데 여러 가지로 많은 어려움을 겪게 된다.	0
어떤 사람이나 일거리가 자기 마음에 들지 않는다.	0
하는 일마다 실패하여 마음이 항상 불안하고 고통스럽다.	0
자신의 성실함을 많은 사람들이 인정해 준다.	0
상대방에게 불쾌한 감정을 노골적으로 표시한다.	0
어떤 일이 자신에게 불리하고 피해를 입는다.	0
하는 일이 안정되고 평안하며 소원이 성취된다.	0
유산이나 사업성과를 놓고 서로 다투게 된다.	0
제 자가 자기를 희롱하거나 해를 끼친다.	0
여러 사람의 비웃음을 당하게 된다.	0
기쁘고 만족스러운 일이 있게 된다.	0
탐구한 것이 부진하거나 불안한 일에 직면하게 된다.	0
상대방의 대접에 불만을 갖게 된다.	0
상대방의 대접에 불만을 갖게 된다.	0
이상적인 일로 감격하거나 욕구 충족을 가져온다.	0
상대방의 일로 위험에 직면하거나 불안해진다.	0
자기가 소원한 일이 뜻대로 이루어지지 않는다.	0
마음이 불안하거나 고통을 느낀다.	0
상대방을 지배하고 자기의 소원을 성취시킨다.	0
사회적인 톱 뉴스나 해명되지 않은 일에 깊은 관심을 갖게 된다.	0
상대방에게 불만을 느끼고 패배감을 맛보게 된다.	0
마땅히 이루어질 일이나 직접적으로 관계가 없는 일을 나타낸다.	0
어떤 사람에게 유혹 당하거나 일에 애착이 생긴다.	0
