document	label
자신이나 타인이 배설한 대변이 자기 몸에 지저분하게 묻은 꿈	0
대변을 보려는데 나오지가 않아 힘들이는 꿈	0
화장실에서 빠져 나오지 못하고 허우적거린 꿈	0
대소변 볼 장소를 찾았지만 마땅한 곳이 없어 들어가지 못한 꿈	0
화장실에 귀중품을 빠뜨린 꿈	0
소변이 잘 나오지 않아 힘들어 했던 꿈	0
수탉 두 마리가 싸우는 꿈	0
꿈 전체가 어둡거나 희미하게 느껴진 꿈	0
작고 가냘픈 소리를 들은 꿈	0
먼 곳으로부터 총소리나 짐승, 사람 소리가 들려오는 꿈	0
공중에서 큰 소리가 나는 것을 들은 꿈	0
비명이나 신음소리를 듣고 애처롭게 생각한 꿈	0
누군가가 당신을 향하여 큰 소리로 외친 꿈	0
말을 하려는데 목소리가 안나오는 꿈	0
사이렌 소리가 요란하게 들린 꿈	0
그 동안의 행동과 말이 거짓임을 자백하게 되는 꿈	1
강물에서 손발을 씻는데 오히려 기름 같은 것이 묻어 씻기 어려운 꿈	0
얼굴을 접수계에 내밀고 들어가게 해달라고 한 꿈	1
맑은 물위에 수선화가 활짝 피어 있는 꿈	1
맷돌의 상하 두 개의 돌에 관한 꿈	1
밥상 위에 금사발과 금수저 한 쌍이 보이는 꿈	1
교도소에 들어간 꿈	1
죽은 사람과 얘기하는 꿈	0
굵은 쇠기둥이 땅에 높이 서 있는 꿈	1
현역 군인이 군복을 벗은 것을 보는 꿈	1
숲속에 수많은 나무의 밑둥이 잘려 베어진 꿈	0
황금빛 태양이 사람의 얼굴로 변하여 벙긋벙긋 웃는 꿈	1
우체부가 가방이 터지도록 편지를 담아 가방이 열린채로 저 멀리서 오는 것을 본 꿈	1
사슴뿔이 점점 커져 금관같이 보이는 꿈	1
자신의 몸에서 피가 흘러 강이 되는 꿈	1
새 자켓에 관한 꿈	0
장막에 관한 꿈	1
우물물을 퍼내거나 엎지르는 꿈	0
남의 집 담장이나 지붕을 뛰어 넘어서 자신의 집으로 들어오는 꿈	0
꽃배개 두 개가 나란히 보이는 꿈	1
선반 위에 가야금 또는 바이얼린 등이 놓여 있거나 아니면 직접 연주하는 꿈	1
등나무로 만든 의자에 앉아 있는 꿈	1
눈에 관한 꿈	1
오징어가 물기둥을 타고 하늘로 튀어오르는 꿈	1
금으로 만든 불상을 얻는 꿈	1
상대방이 총구를 자신에게 향하고 있어 무서워 벌벌 떠는 꿈	0
운동장 화단에 은방울꽃이 무리를 이루고 활짝 피어 있는 꿈	1
우물에서 물을 퍼 올려 그릇에 담는 꿈	1
백룡이 구름을 타고 하늘 위로 올라가는 꿈	1
글씨를 계속 써도 종이가 백지로 다시 변하는 꿈	0
가운데는 부모님이 앉아 계시고 좌우에 자식들이 앉아 식사 준비를 하는 꿈	1
재떨이를 얻은 꿈	1
까마귀가 요란스럽게 지저귀는 꿈	0
갈대꽃이 지고 씨앗만 남아 있는 꿈	1
이마가 넓고 환하게 보이는 꿈	1
나체에 관한 꿈	0
송장이 다시 살아나 말을 하는 꿈	0
곰이 새끼 낳는 것을 본 꿈	1
대통령이나 지도자로부터 표창을 받는 꿈	1
팔뚝이 점점 커지는 꿈	1
남에게 욕설을 퍼부은 꿈	1
지하실에 물이 가득 찬 꿈	1
뱀에게 물려 독이 온몸에 퍼진 꿈	1
제비가 나는 것을 본 꿈	1
배나무에 배가 주렁주렁 달린 것을 본 꿈	1
우마차를 타고 논길을 지나간 꿈	1
갖가지의 과자가 그릇에 가득 담겨 있던 꿈	1
숲 속을 거닐다가 도사나 선녀를 만난 꿈	1
칼을 들고 덤비는 강도에게 쫓기는 꿈	0
치한이 자신의 엉덩이를 만지는 꿈	0
처녀가 말을 타고 있는 꿈	1
양을 잡아 산제를 지낸 꿈	1
원숭이가 위에서 자기를 내려다보는 꿈	1
닭이나 비둘기에게 모이를 준 꿈	1
소변을 보는데 돼지새끼들이 몰려와서 그것을 받아먹은 꿈	1
자신이 동물로 변신하는 꿈	1
동물과 대화한 꿈	1
동물한테 습격을 당하는 꿈	1
고양이와 개가 함께 어울려 노는 꿈	1
사자, 호랑이 등 맹수들이 서로 싸우는 것을 본 꿈	1
공작새를 안고 안절부절 못하는 꿈	1
출항하는 배를 따라 갈매기가 날아가는 꿈	1
창을 통해 꾀꼬리의 울음소리가 은은히 들려온 꿈	1
숲 속에서 꾀꼬리를 잡은 꿈	1
꾀꼬리가 창문 안으로 날아들어온 꿈	1
술을 마시면서 원앙새를 바라보았던 꿈	1
누군가가 게를 한 보따리 가지고 방 안으로 들어오는 꿈	1
어항 속에 예쁜 금붕어를 넣어 기르는 꿈	1
맑은 시냇물이나 강에서 물고기떼를 발견한 꿈	1
물고기의 배를 가르고 내장을 끄집어낸 꿈	1
조개를 까서 그릇에 담은 꿈	1
시장에서 참조기를 사가지고 집으로 들어온 꿈	1
거미줄에 걸린 곤충을 떼어내 준 꿈	1
지네에게 물린 꿈	1
딱정벌레가 양쪽 다리에 많이 붙어 있는 꿈	1
모과주를 담았던 꿈	1
책상 위에 수선화가 피어 있었던 꿈	1
할미꽃을 향해 절을 한 꿈	1
벼의 쭉정이와 알곡을 고른 꿈	1
비행기가 지상에서 승객을 승하차시킨 꿈	1
비행기가 커다란 빌딩을 폭파시킨 꿈	1
기차를 타고 고향에 갔던 꿈	1
관광 버스를 타고 여행을 간 꿈	1
꿈 속에서 택시의 창을 통해 본 바깥 풍경	1
트럭에 이삿짐을 싣는 것을 본 꿈	1
꿈 속의 우마차나 손수레 	1
많은 사람이 배에서 내린 꿈	1
스커트가 바람에 휘날리는 꿈	1
속살이 훤히 들여다보이는 옷을 입고 다닌 꿈	1
옷을 세탹하고 다른 색으로 물들이는 꿈	1
옷을 계속해서 다른 옷으로 갈아입은 꿈	1
입고 있던 옷을 일부러 찢는 꿈	1
자기 신발을 잃어버리고 남의 것을 신었던 꿈	1
많은 사람이 머리에 수건을 동여매고 달리는 것을 본 꿈	1
바깥에서 여러 개의 자리를 펴고 음식을 먹는 꿈	1
가족이 한자리에 모여 텔레비전을 본 꿈	1
텔레비전에서 아나운서가 뉴스를 한 꿈	1
텔레비전에서 드라마를 본 꿈	1
공중전화 부스에서 전화를 건 꿈	1
전화를 걸어서 상대방을 불러낸 꿈	1
그림을 사오는 꿈	1
양수기로 바닷물을 퍼 올리는 꿈	1
자신이 모르고 있던 대상을 보고 감탄하는 꿈	1
가던 길이 갑자기 사라지고 곧 다른 길을 가고 있는 꿈	1
번개가 창문, 방안, 자신의 몸 등에 비쳐지는 꿈	1
마당 한가운데 있는 우물이 불어나서 집안에 가득차는 꿈	1
구름 속에서 떨어진 불꽃 덩어리를 본 꿈	1
작업용 장갑을 빠는 꿈	1
옷장이나 트렁크에 여러 가지 옷을 챙겨 넣거나 접어서 쌓아 놓는 꿈	1
타오르는 불길을 끄지 못해 발을 동동 구르거나 두려워하며 불안에 떠는 꿈	0
금으로 만든 두꺼비, 송아지 등을 얻는 꿈	1
으스스한 달밤에 초상집 주위를 걸어가는 꿈	1
콧물을 흘리는 꿈	1
물건을 훔치면서 양심에 가책을 받거나 두려워하는 꿈	0
어떤 일로 경찰에게 체포되어 경, 검찰청의 높은 관리 앞으로 끌려간 꿈	1
이마에 까만 점들이 많은 꿈	0
거짓말이라고 인식되는 꿈	1
자동차 뒷좌석에 애기가 우는 꿈	0
과일이 세 개 달린 가지를 꺾어 온 꿈	1
약병이 즐비하게 놓여진 것을 보는 꿈	1
울타리에 관한 꿈	1
잿더미가 바람에 날려 없어지는 꿈	0
타이프에 글자가 잘 찍혀지지 않거나 틀려서 자꾸 종이를 바꾸어 끼는 꿈	0
복숭아나 살구꽃이 만발한 곳을 걸어가는 꿈	1
민간인이 군모를 쓰고 군복을 입은 꿈	1
친구나 애인하고 서로 등을 지고 있는 꿈	1
회색에 관한 꿈	1
북어를 사 가지고 집으로 들어오는 꿈	1
참기름 한 독을 다 먹는 꿈	1
큰 거목 밑에 구렁이가 묵은 껍질을 벗고 용이 되어 하늘로 올라가는 꿈	1
새순이 땅을 비집고 나오는 것을 보는 꿈	1
오락기계나 슬롯머신 등 기계로 노름을 하는 꿈	0
이성과 키스를 하고 난 후에 성교하는 꿈	1
촬영을 하다가 실수를 하는 꿈	0
밭에서 상추를 따는 꿈	1
완연한 봄이라고 느끼는 꿈	1
돈을 세거나 재물의 장부를 점검하는 등 돈을 계산하는 꿈	0
돌로 우물을 쌓는 꿈	1
대통령께 음식을 대접하는 꿈	1
비행기에 타고 있는데 별안간 폭파되는 꿈	0
남녀가 함께 화장실에 들어가는 것을 보는 꿈	0
공장이 폭발하거나 화재가 발생하여 연기와 불꽃이 타오르는 꿈	1
책장에 책이 없는 꿈	0
부처님 그림이 보이는 꿈	1
시소나 널을 뛰는 꿈	0
동자가 학을 타고 내려오는 것을 본 꿈	1
드넓은 들판에 나무를 심는 꿈	1
단풍나무에 관한 꿈	1
승려의 유골인 사리가 영롱하게 보이는 꿈	1
오리고기를 먹는 꿈	0
금빛 태양이 자신을 향하여 이글거리는 꿈	1
태양이 지는 것을 바라보며 안타까워한 꿈	0
태양이 손으로 만지거나 따는 꿈	1
태양이 지붕에 떨어져서 데굴데굴 구른 꿈	1
강에서 태양이 떠오르는 것을 계속 지켜본 꿈	0
태양과 달이 뱃속으로 들어와 임신하는 꿈	1
치마폭에 태양을 받은 꿈	1
별을 따 가지고 앞가슴에 넣은 꿈	1
별이 떨어진 자리에 나비가 날아드는 꿈	1
떨어지는 별을 치마에 받거나 삼키거나 별이 지붕마루에 구른 꿈	1
갑자기 우박이 내려 지붕을 뒤덮은 꿈	1
무지개를 향하여 달려간 꿈	1
성화를 들고 계속 달린 꿈	1
자기 몸에서 빛이 나는 꿈	1
파도가 거세게 몰아치는 꿈	1
호수에 잠긴 해를 건져 집으로 돌아온 꿈	1
강가나 개울가에서 빛나는 수석을 주운 꿈	1
개울가에서 예쁜 차돌을 주워서 집으로 가져온 꿈	1
조약돌을 손에 쥐고 만지작거린 꿈	1
산 속에서 샘물을 마신 꿈	1
절에서 어떤 물건을 얻은 꿈	1
법회에 들어가서 경을 읽는 꿈	1
스님이 문전에서 목탁을 두드리며 염불하는 꿈	1
법당 안에 있는 사천왕이 눈을 부릅뜨고 있는 것을 본 꿈	1
산신령이 동자를 데리고 나타난 꿈	1
신령적인 존재가 문서를 가져다 준 꿈	1
임산부가 무덤 옆에 아담한 정자를 발견한 꿈	1
형제끼리 물건을 교환하는 꿈	1
선생님의 말씀이 기억나지 않은 꿈	1
친구나 애인에게 장난을 치는 꿈	1
애인과 식사를 함께 하는 꿈	1
반갑지 않은 손님이 찾아와 숨으려고 했는데, 이미 마주친 꿈	1
사람들이 많이 있는 재판장에 있는 꿈	1
재판관이나 변호사에게 자신에 관한 이야기를 하는 꿈	1
치열한 전쟁터에서 전쟁을 하는 꿈	1
죄를 지어 경찰관으로부터 쫓겨다니는 꿈	1
거지가 자신에게 구걸하는 꿈	1
남에게 머리를 숙인 꿈	1
자신의 얼굴이 쥐의 두상으로 변한 꿈	1
귀가 여러 개 있는 사람을 보거나 귀를 씻는 꿈	1
상대방의 목을 때린 꿈	1
여러개의 팔이 달린 사람을 본 꿈	1
손으로 문패를 옮겨다니는 꿈	1
손바닥을 앞으로 펼치는 꿈	1
열 손가락으로 어떤 일을 한 꿈	1
머리에 가발을 쓰거나 턱에 수염을 달았던 꿈	1
남의 성기와 자신의 성기를 비교한 꿈	1
나체쇼를 구경한 꿈	1
장소를 가리지 않고 여기저기 돌아다니는 꿈	1
여러 사람이 나란히 의자에 앉아 있는 꿈	1
커다란 참외를 습득하거나 먹는 꿈	1
교실에 관한 꿈	1
무수한 별이 휘황 찬란하게 빛나는 꿈	1
산신령이 산모의 아기를 받는 꿈	1
마른 물고기를 구입하는 꿈	1
아내가 담장 밑에서 아기를 낳는 것을 보는 꿈	1
똥이 산더미같이 수북히 쌓인 꿈	1
복권을 추첨하는 자리에서 복권를 얻는 꿈	1
신발에 관한 꿈	1
얼음 위에 붉은 꽃이 곱게 피어 있는 꿈	1
경찰관이 자신의 도장을 찍어 가는 꿈	0
대문이 떨어져 뻥 뚫려 있는 꿈	0
수갑을 차고 구속을 당하는 꿈	0
결혼식을 올리는데 잘생긴 배필을 맞아들이는 꿈	1
상어가 물고기떼를 만나는 꿈	1
상점의 과일이나 과자류를 보기만하고 먹지 않는 꿈	1
새벽이 되거나 동굴 등의 어두운 곳에서 나오는 꿈	1
해몽가로부터 신기한 선물을 받는 꿈	1
여우를 때려 죽이는 꿈이나 이와 비슷한 꿈	1
윗 어른이나 직장 상관으로부터 라일락꽃을 받는 꿈	1
꽃밭에서 방울새 울음 소리가 그윽하게 들리는 꿈	1
교량, 건물 등이 폭탄에 의하여 파괴되고 화광이 충천한 것을 보는 꿈	1
지폐가 바람을 타고 날아 집안으로 들어오는 꿈	1
친구나 애인하고 말다툼을 하는 꿈	0
사람과 돼지가 서로 어울려 놀고 있는 꿈	1
백발 노인에 관한 꿈	1
분지에 관한 꿈	1
사람의 고기를 먹는 꿈	1
무덤에서 사람의 손이 나오는 꿈	0
맑은 옥도장을 얻는 꿈	1
상대방이 송곳으로 몸을 쿡쿡 찌르는 꿈	0
집앞에 차가 대기하고 있는 꿈	1
남의 흉내를 내는 꿈	1
남에게 빚진 것을 갚거나 재물을 되돌려보내는 반환, 반송의 꿈	1
담쟁이 덩굴이 감나무를 타고 올라가는 꿈	1
힘들게 보따리나 짐을 짊어지고 걷느라 고생하는 꿈	0
다른 사람과 더불어 옷을 같이 나누어 입는 꿈	0
뱀이 혀를 날름거리는 꿈	0
사람들이 많이 모인 곳에서 원숭이가 재주를 부리는 꿈	1
오동나무 위에 봉황새가 앉아 있는 꿈	1
부모님께서 자식을 사랑하는 꿈	1
간판이 땅에 떨어지는 꿈	0
군견이나 경찰견이 껑충 뛰어 하늘로 올라가는 꿈	1
한쪽 신발을 잃어버리는 꿈	0
신선모를 머리에 쓰는 꿈	1
감옥에서 탈옥을 해도 도망가지 못하거나 뛰어도 잘 뛰어지지 않는 꿈	1
선생님이 무엇이라고 말을 했는데 기억이 나지 않는 꿈	0
형제자매가 같은 방에서 자는 꿈	1
지갑이 못쓰게 파손되거나 분실 또는 도둑을 맞아 잃어버리는 꿈	0
줄을 타고 하늘로 올라가는 꿈	1
흙을 만지거나 흙에 눕는 꿈	1
산꼭대기에 올라서거나 높은산에서 떨어지는 꿈	1
들판에 익은 벼를 보거나 추수하는 꿈	1
사막을 걷는 꿈	1
우뢰, 폭풍우, 우박에 관한 꿈	0
눈덮인 산에서 내려오는 꿈	0
높은 산에서 떨어지는 꿈	1
산을 통째로 삼키거나 품에 안는 꿈	1
강에서 해가 떠오르는 것을 보는 꿈	0
샘물을 마시는 꿈	1
서산으로 해가 지는 것을 보며 안타까워 하는 꿈	1
우박이 갑자기 지붕을 온통 뒤덮는 꿈	1
해 두 개가 붙어 보이는 꿈	1
신선이나 동자가 옷을 주는 꿈	1
벌거벗은 사내아이가 물 속에서 노는 꿈	1
구렁이가 쥐구멍으로 들어가는 꿈	0
누런뱀이 치마속으로 들어오는 꿈	0
큰구렁이가 다리에 감는 꿈	1
용이 나자뻐져 있는 꿈	0
고목에 꽃이 피는 꿈	1
꽃이 활짝 피었는데 그 꽃을 타인이 꺾는 꿈	0
거울을 얻는 꿈	1
임산부가 다른 남자와 정을 통하는 꿈	1
수도에서 물이 나오지 않는 꿈	0
어깨가 아플 정도로 폭포수를 맞는 꿈	0
물꼬가 터져서 남의 논으로 물이 넘친 꿈	0
논에 물이 없는 것을 본 꿈	0
논에서 몰래 화학비료를 훔치는 꿈	0
십자가가 점점 커지면서 온 대지를 덮어 버린 꿈	0
스님이 독경하는 것을 본 꿈 	0
파계승이 사복을 하고 술을 마시고 있는 모습을 본 꿈	0
스님에게 잡곡을 시주한 꿈	0
파계승과 함께 어울린 꿈	0
억울하게 죽은 사람이 나타난 꿈	0
조상이 자기의 머리를 쓰다듬는 꿈	0
돌아가신 조상에게 음식을 대접하지만 먹지 않은 꿈	0
조상의 누군가가 자기의 머리를 쓰다듬어 준 꿈	0
조상이 집에 왔다가 사라진 꿈	0
조상에게 꾸지람을 듣는 꿈	0
꿈에 돌아가신 친지나 조상의 모습이 초췌하게 보이는 꿈	0
죽은 사람이 다시 살아난 꿈	0
돌아가신 부모님이나 친척이 괴로워하는 꿈	0
병석에 있는 사람이 꿈에 먼 길을 가는 꿈	0
유령이 공중을 날며 자신의 머리채를 잡았던 꿈	0
동자귀신이 나타나 웃었던 꿈	0
물귀신이 나타나 자기를 끌어안은 꿈	0
붉은색 망또를 입은 귀신이 춤추는 것을 본 꿈	0
총각귀신이 벌거벗고 나타난 꿈	0
목매어 죽은 귀신이 나타난 꿈	0
허깨비가 보인 꿈	0
하늘이 크게 열리는 꿈	0
하늘이 무너지거나 두 갈래로 갈라진 꿈	0
하늘에 올라갔다 내려온 꿈	0
하늘에서 갑자기 떨어지는 꿈	0
어떤 물체가 하늘에서 완전히 분해되어 버린 꿈	0
태양이 둥글지 않고 찌그러져 있는 꿈	0
사다리를 올라갔다가 내려오지 못하는 꿈	0
정신이상인 여자가 연애편지 쓰는 것을 본 꿈	0
컴컴한 달밤에 상가를 간 꿈	0
안개구름이 낮게 떠 있어 눈앞이 보이지 않는 꿈	0
구름이 별을 가리고 있는 꿈	0
넓은 하늘에 온통 먹구름 뿐인 꿈	0
하늘에서 뇌성과 함께 나타난 무지개를 본 꿈	0
찬란하던 무지개가 갑자기 희미해지거나 중앙이 끊어진 꿈	0
눈사태로 인해 건물 한쪽이 부서져 있는 것을 본 꿈	0
눈을 뭉쳐서 상대방에게 던진 꿈	0
적게 내린 눈으로 길이 질퍽해 있는 꿈	0
싸라기눈이 내리는 것을 본 꿈	0
옷이나 모자 등이 바람에 날아간 꿈	0
태풍으로 인한 파도로 집이나 나무, 사람 등이 쓰러지는 꿈	0
자신의 집이 바람에 날려 공중에 떠 있는 꿈	0
회오리바람이 요란스럽게 불고 있는 것을 본 꿈	0
물건이 타는데도 불길은 없고 연기만 나는 꿈	0
집이나 귀중한 물건이 불에 다 타서 재만 남은 꿈	0
갈라진 벽 틈새로 연기가 나오는 꿈	0
화롯불이 꺼져 가는 것을 본 꿈	0
자신이 있는 방 안으로 연기가 새어든 꿈	0
불 가운데 있으면서도 타죽지 않았던 꿈	0
높은 산 일대가 불타오르는 꿈	0
활활 타오르던 불길을 끈 꿈	0
불길을 잡지 못해 발을 동동 구르거나 불안에 떤 꿈	0
물을 끼얹으며 불을 끄는 꿈	0
스위치를 켜도 전기가 들어오지 않는 꿈	0
전깃불이 깜빡거리는 꿈	0
물 위로 걸어 다니는 꿈	0
밑 빠진 독에 자꾸 물을 붓는 꿈	0
소파에 앉으려는데 물이 묻어 젖어있는 꿈	0
댐이 무너지는 꿈	0
물에 빠진 다른 사람을 자신이 발견한 꿈	0
물을 시원하게 마시지 못한 꿈	0
짐을 지고 산에 오르는 꿈	0
산을 오르다가 되돌아 내려오는 꿈	0
산을 보고 침을 뱉은 꿈	0
높은 산에 오르다가 떨어지는 꿈	0
산이 무너지는 꿈	0
암벽을 기어오르기가 무척 고통스러웠던 꿈	0
바닷물이 말라붙어 있는 것을 본 꿈	0
시퍼런  파도에 놀라 쓰러진 꿈	0
바닷물이 육지에 들어왔다가 빠진 흔적을 본 꿈	0
성난 파도가 밀어닥쳐 가옥이 파손된 꿈	0
건물 옥상에서 바라다보니 발전된 시가지가 한눈에 들어오는 꿈	1
까마귀가 머리 위에서 울고 그 소리를 듣게 되는 꿈	0
옥 항아리 안에 에머랄드가 가득 담겨 있는 꿈	1
참새떼가 자신의 집으로 날아 들어오는 꿈	1
구름을 타고 내려오는 신령과 같은 존재에 관한 꿈	1
우주인이 우주선을 타고 하늘을 날아가는 꿈	1
큰 동물이 자신의 손이나 다리를 물고 놓지 않는 꿈	1
복주머니 속에 구멍이 뚫린 꿈	0
뱀이 자기집의 대문으로 들어오는 꿈	1
건너방이나 사랑방 또는 야외에서 장기를 두는 꿈	1
사물놀이로 멋지게 춤을 추는 꿈	1
죽어서 가축이 되는 꿈	0
침대에 걸터 앉는 꿈	1
입을 오무리고 귀여운 듯이 빨대를 사용해서 음료수를 마시는 꿈	1
이정표 앞에 있는 꿈	1
옛 성터나 조개 더미에서 귀한 물건을 얻는 꿈	1
하늘에서 쌀이 쏟아지는 꿈	1
유적지에서 출토한 거북 모양의 청자 주전자를 훔쳐 가지고 오는 꿈	1
돌아가신 아버지가 금은보화를 안고 집안으로 들어오시는 꿈	1
엄지 손가락에 피가 나는 꿈	1
결혼식날 밤 꿈에 여자가 암탉을 보는 꿈	0
샘터 밑에 제비꽃이 곱게 피어 있는 꿈	1
알을 깨고 새끼 오리가 나오는 꿈	1
무슨 일인지 서로 마주보고 우는 꿈	0
검은 천으로 성기를 가리는 꿈	0
남이 피리를 주는 꿈	1
농부로부터 싱싱한 푸른 고추를 받는 꿈	1
친구들끼리 어깨동무를 하는 꿈	1
사철나무의 가지가 부러지는 꿈	0
항문에서 황금덩어리가 쏟아지는 꿈	1
회의 안건의 결재가 부결되는 꿈	0
예쁜 꽃신을 신는 꿈	1
하늘에 놓인 다리라든지 은하수가 끊어져 있는 꿈	0
하나님으로부터 화분이나 꽃다발을 받는 꿈	1
차단기에 관한 꿈	0
곳간 문을 열어 보니 구렁이가 또아리를 틀고 있는 꿈	1
고슴도치를 보는 꿈	0
항아리 또는 커다란 그릇 등을 들다가 밑이 빠지거나 깨지고 부서지는 꿈	0
저수지에서 뱀장어를 무더기로 잡는 꿈	1
누군가가 양젖을 짜는 것을 보는 꿈	1
집에서 기르던 고양이가 나가 버리는 꿈	0
웃 어른과 스승에게 공손하게 삼가는 몸가짐을 보이는 꿈	1
서리나 진눈개비가 내리는 꿈	0
전보를 받는 꿈	1
숫놈 물개가 암놈을 많이 거느리고 신방을 차리는 꿈	1
화상에 관한 꿈	1
다람쥐가 밤나무에 올라가는 꿈	1
고양이에 관한 꿈	1
성황당 앞에 달맞이꽃이 곱게 피어 있는 꿈	1
배 위에 드러누워서 거동을 하지 못하는 꿈	0
소형 주택에서 대형 아파트로 이사할 날짜를 잡아 놓은 꿈	1
깨끗이 집안 청소를 한 꿈	1
아파트를 신축하는 꿈	1
아파트 층층마다 불이 환히 켜져 있는 꿈	1
부모님한테서 아파트 열쇠를 건네받는 꿈	1
아파트 공간이 넓어서 시원하게 보이는 꿈	1
지붕 위에서 밝은 태양이 활활 타오르는 꿈	1
건물 서까래마다 단청무늬가 형형색색 곱게 단장되어 있는 꿈	1
공공건물을 짓는 꿈	1
자기 집 마당에 큰 길이 시원하게 뚫려 있는 꿈	1
시멘트, 목재 같은 건축 자재를 구입한 꿈	1
고급 빌라 주택이 궁궐처럼 웅장하게 보인 꿈	1
높은산 정상 위에 큰 기와집이 보이는 꿈, 혹은 비슷한 꿈	1
군용 헬리콥터로 적지에 있는 아군을 구출하는 꿈	0
같이 길을 가던 형제자매가 도중에 갑자기 안 보이는 꿈	0
독극물이나 음식을 많이 먹고 자살하는 꿈	0
곤충들이 우는 소리를 듣는 꿈	0
