document	label
몸에 벌이 침을 쏘는 꿈	1
꿀벌이나 벌통을 받는 꿈	1
벌이 분봉하는 것을 구경하는 꿈	1
많은 벌떼가 벌통을 오가는 꿈	1
꿀이 가득한 벌통을 보는 꿈	1
떼지어 벌이 날아 다니는 꿈	1
큰 말벌을 손으로 잡는 꿈	1
나비와 벌이 꽃에 날아드는 꿈	1
나비가 되어 날아 다니는 꿈	1
나비가 떼지어 날아 다니는 꿈	1
빨간 나비를 보는 꿈	1
나비나 잠자리 등이 부화하는 꿈	1
잠자리가 떼지어 날아오는 꿈	1
떼지어 고추잠자리가 날아다니는 꿈	1
반딧불이 환하게 빛나는 꿈	1
파리나 모기 등 해충을 잡는 꿈	1
천장에 붙은 파리를 죽이거나 쫓아 버리는 꿈	1
풍뎅이 같은 곤충을 보는 꿈	1
거미가 먹이를 잡아 휘감고 있는 꿈	1
거미줄에 매달린 곤충을 구해 주는 꿈	난
여기저기 거미줄이 뒤엉켜 있는 꿈	1
질서정연하게 개미떼가 이동하는 꿈	1
개미떼가 먹이를 물어서 운반하는 꿈	1
개미떼가 새까맣게 자신의 몸에 기어오르는 꿈	1
누에를 치는 꿈	1
누에가 고치를 만드는 꿈	1
지렁이를 보는 꿈	1
지렁이가 길게 늘어나는 꿈	1
구더기가 들끓는 꿈	1
방 안에 지네가 가득한 것을 보는 꿈	1
다리에 거머리가 붙어 있는 꿈	1
곤충들이 떼지어 다니는 꿈	1
코끼리의 코에 감기는 꿈	0
거위고기를 먹는 꿈	0
오리고기를 먹는 꿈	0
집 안으로 물오리가 날아 드는 꿈	0
사자에게 쫓기거나 피해 다니는 꿈	0
낙타를 타고 사막을 가는 꿈	0
곰을 보는 꿈	0
고양이가 쥐를 쫓는 꿈	0
고양이가 지붕 위로 올라 가거나 우는 꿈	0
고양이가 사람을 해치는 꿈	0
고양이가 실내로 들어오거나 침상에 올라가는 꿈	0
고양이를 보는 꿈	0
고양이에게 목을 물리는 꿈	0
고양이에게 쫓기는 꿈	0
여우가 나타나서 울거나 달아나는 꿈	0
여우를 보는 꿈	0
여우가 닭을 물어가는 꿈	0
밤에 여우 울음소리를 듣는 꿈	0
어두운 곳에서 여우를 만나 깜짝 놀라는 꿈	0
여우를 기르는 꿈	0
여우와 싸우는 꿈	0
가축을 늑대가 물고 가는 꿈	0
늑대가 무서운 눈으로 노려보는 꿈	0
늑대나 이리에게 쫓기거나 물리는 꿈	0
늑대나 이리가 개와 싸우는 꿈	0
기린이 도망가는 꿈	0
너구리를 보는 꿈	0
도마뱀이 혀를 날름거리는 꿈	0
도마뱀이 물고 늘어지는 꿈	0
두꺼비가 울거나 혀를 날름거리는 꿈	0
두꺼비가 울며 뛰는 꿈	0
여러 곳에서 개구리가 시끄럽게 우는 꿈	0
개구리가 울고 있는 꿈	0
암수 개구리가 붙어서 울고 있는 꿈	0
동물과 사람이 대화하는 꿈	0
제비집을 허물거나 제비가 집을 짓다가 그만두는 꿈	0
봉황이 논이나 손 위에 앉는 꿈	0
앵무새가 공중에서 울면서 가까이 오지는 않는 꿈	0
앵무새가 사람의 말을 흉내내는 꿈	0
앵무새가 말을 하는 꿈	0
자신이 앵무새와 대화하는 꿈	0
원앙새가 날아가 버리는 꿈	0
원앙새가 서로 흩어지는 꿈	0
일시에 참새떼가 날아가는 꿈	0
참새들이 서로 싸우는 꿈	0
까마귀떼가 날아가는 꿈	0
까마귀가 우는 꿈	0
까마귀가 시끄럽게 울어대는 꿈	0
까마귀가 서로 싸우는 꿈	0
꿩을 죽이거나 잡아먹는 꿈	0
부엉이를 보는 꿈	0
박쥐가 덤벼드는 꿈	0
독수리를 타고 하늘을 날아 다니는 꿈	0
독수리가 해치려고 달려드는 꿈	0
공작새를 남에게 주는 꿈	0
백조가 우는 꿈	0
새들이 서로 싸우는 꿈	0
하늘에서 새가 우는 꿈	0
어깨나 손에 새가 내려앉는 꿈	0
새가 병들거나 다치는 꿈	0
새를 죽이는 꿈	0
날아가는 새를 잡는 꿈	0
새장의 새가 날아가 버리는 꿈	0
꼬리 긴 새의 깃털이 몸 상체를 스치는 꿈	0
새의 날개가 부러지는 꿈	0
새에게 모이를 주는 꿈	0
거북을 잡아먹는 꿈	0
거북이 몸통 속으로 목을 집어넣는 꿈	0
거북을 잡으려 하지만 잡지 못하는 꿈	0
큰 고래에게 쫓기는 꿈	0
고래떼가 몰려와 배를 뒤집는 꿈	0
상어떼가 몰려오는 꿈	0
상어에게 물려 다리가 잘리는 꿈	0
물 위 공중을 물고기가 날아다니는 꿈	0
무늬가 선명하고 화려한 작은 물고기떼를 보는 꿈	0
땅바닥에 물고기를 떨어뜨려서 팔딱거리는 꿈	0
막대기나 창칼 등으로 물고기를 찌르는 꿈	0
자신이 물고기로 변하는 꿈	0
물고기를 저수지에서 잡는 꿈	0
흙탕물에서 물고기를 잡는 꿈	0
물고기들이 떼죽음하여 물 위에 떠 있는 꿈	0
물이 말라버린 땅바닥에 물고기가 있는 꿈	0
손에 잡고 있던 물고기를 놓쳐버리는 꿈	0
형형색색의 물고기를 보는 꿈	1
새우가 변해서 물고기가 되는 꿈	0
게를 보는 꿈	0
갈대숲에서 게를 보는 꿈	0
소라나 우렁이를 보는 꿈	0
조개를 삶거나 깨뜨려 죽이는 꿈	0
소라를 얻거나 보는 꿈	0
벌에게 쏘이는 꿈	1
벌떼가 덤벼드는 꿈	0
나비와 벌이 서로 어울려 있는 꿈	0
불 속으로 나비가 날아다는 꿈	0
나비가 공중을 날아다니는 것을 보는 꿈	0
나비가 죽거나 다치는 꿈	0
호랑나비가 어깨나 치마 앉는 꿈	0
나비를 잡으려다가 넘어지는 꿈	0
반딧불을 보는 꿈	0
귀뚜라미 등 풀벌레 우는 소리를 듣는 꿈	0
음식물에 파리가 달려드는 꿈	0
파리가 주변을 맴도는 꿈	0
파리떼가 몰려들어 극성을 부리는 꿈	0
몸에 파리가 붙어서 떨어지지 않는 꿈	0
모기한테 물리는 꿈	0
모기를 손으로 잡는 꿈	0
옷에 이가 우글거리는 꿈	0
빈대나 벼룩 등 해충으로부터 시달림을 당하는 꿈	0
벼룩을 잡으려다 놓치는 꿈	0
바퀴벌레를 보는 꿈	0
거미가 거미줄에 매달려 있는 꿈	0
거미떼가 달려드는 꿈	0
거미를 보는 꿈	0
개미집을 헐어버리는 꿈	0
